professors_list,ratings_list,subjects_list,difficulty_list,link_list
Bryan Vicknair,4.6,Computer Science,2.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2226180
Enrico Banson,0.0,Theater,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2230349
Joe Masquelier,0.0,Design,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2231536
Jon Rochmis,2.5,Journalism,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2233166
Cedric Tai,5.0,Art,2.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2236300
Taylor Harrison,4.5,Counseling,3.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2241334
Ricky Gallagher,1.0,Chemistry,4.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2242694
Takemi Tsuruta,5.0,Art,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2254054
Cameron Fries,5.0,Physics,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2258895
Daniel Sherrill,1.0,Geography,5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2260938
Benjamin Olmos,3.5,Business,2.2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2263354
Joslynn Mathis,5.0,Dance,1.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2263485
Scott Starr,5.0,English,2.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2263680
Henry Neidermeier,5.0,Communication,3.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2263803
James Khazar,3.5,Graphic Arts,2.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2264206
Jonggu Lee,0.0,Accounting,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2264317
Nick Alvarez,2.4,Philosophy,3.2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2266975
Nancy Cuny,0.0,Education,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2271929
Jeffrey Johnson,1.7,Chemistry,4.4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2274699
Felix Wasiak,4.0,Science,2.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2275394
Mason Eastman,4.0,Physics,3.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2277307
Qi Zhu,4.3,Architecture,2.4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2279459
James Smiley,1.8,Biology,4.4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2282566
David Emojong,4.4,Chemistry,3.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2285409
Fangfang Song,3.0,Physics,3.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2292439
Tsai Chi-Fen,0.0,Music,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2292455
Roger Ward,2.0,Geology,4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2299986
Paul Winsberg,3.8,Computer Science,3.6,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2301045
Wesley Wright,4.3,Art,2.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2301530
Chris Muravez,4.2,English,2.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2302654
Daria Sheikholmolouki,2.0,Engineering,3.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2302734
Leslye Tinson,2.5,Psychology,2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2306697
Kristin Fitzpatrick-Ezell,4.0,English,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2308382
Jason Lau,2.7,Chemistry,4.2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2309507
John Townsend,0.0,Culinary Arts,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2309856
Kelly Charles,5.0,English,2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2310267
Katherine Gorringe,2.7,Film,2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2310678
Christopher Fioritto,1.8,Mathematics,4.2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2310949
Ashley Parks,5.0,Education,1.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2313227
Bonnie Holt,0.0,Art,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2313815
Honora Mitchell,4.5,English,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2317959
Eric Wang,4.0,Physics,4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2318802
Ameer Thompson,4.8,Biology,2.6,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2321196
Sheila Thomas,4.7,Anthropology,2.7,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2321481
Ema Thomas,3.5,Art History,3.1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2323753
John Karachewski,3.0,Geography,2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2325274
James Walker,1.3,Geology,3.7,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2328260
John Perez,4.8,Communication,2.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2330821
Vladimir Cherkassky,3.5,Mathematics,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2331582
Larissa Seay,3.5,Psychology,2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2339099
Elizabeth Eckford,4.5,English,2.9,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2340047
John Van Camp,1.6,Chemistry,4.6,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2340713
Valerie Connors,4.0,English,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2341432
Elizabeth Keddy,0.0,Biology,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2346869
Rebecca Triano,3.7,Chemistry,4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2347627
Andrei Grigoriev,3.3,Computer Science,3.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2349890
Laura Rivera,4.3,English,3.1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2352703
Sonoiki Eberechukwu,3.5,Health Science,4.1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2356643
Sherry Ayers,3.0,Physical Education,2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2359102
Ian Ziraldo,2.0,Chemistry,4.4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2364970
Denise Saldivar,0.0,Languages,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2368627
Kendra Diaz-Ford,5.0,Psychology,2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2372799
Shelly Pierson,1.0,Biology,4.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2379372
Lynn Harden,1.0,Geology,4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2379959
Julie Jaecksch,4.5,Administration Of Justice,2.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2380929
Erika Harden,5.0,Geology,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2381968
Vincent Rozalski,4.5,Psychology,2.7,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2382964
Daniel Wasik,5.0,Biology,4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2384666
Derek Lan,0.0,History,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2386005
Tess Brandt,4.3,English,3.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2389486
Dana Priebe,4.0,Psychology,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2389717
Girlie Sison,5.0,Chemistry,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2390009
Seema Saharan,5.0,Mathematics,2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2394629
Kent Haldan,1.0,History,5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2397240
Julia Chang,2.3,Biology,3.7,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2399230
Anthony Grand,5.0,Architecture,2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2407138
Ivan Hobson,5.0,English,2.4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2420820
Bethallyn Black,3.0,Biology,1.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2424112
Frank Kluber,0.0,Biology,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2424130
David Yrueta,4.2,Mathematics,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2428496
Analisa Brown,2.5,Biology,3.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2429718
Sean Sokol,3.3,English,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2433811
Jocelyn Brucelas,2.0,Business,5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2441585
Ardalan Moazeni,5.0,Engineering,1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2443542
Jennifer Murphy,5.0,Biology,2.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2445248
Christina Tapp,0.0,Design,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2446134
Jeffery Koch,4.0,Science,4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2450280
Frank Kluber,0.0,Horticulture,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2450282
Bruno Sablan,2.6,English,3.7,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2450752
Huda Hadi,0.0,Mathematics,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2459568
Kellie Conde,0.0,Counseling,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2461055
Cyrous Ahmadieh,3.3,Mathematics,4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2461477
Fahima Bhuyan,4.5,Computer Science,2.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2470795
James Blair,1.0,Business,4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2478890
Sophia Kraemer-Dahlin,3.5,English,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2489003
Freddy Martinez,4.5,English,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2491767
Ronald Rusay,3.0,Chemistry,5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2493532
Robin Heinemann,0.0,Social Work,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2495044
Samantha Shaw Ward,3.0,Engineering,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2495199
Jane Brecha,4.0,Mathematics,2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2496146
James Hardy,4.0,Architecture,2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2497918
Ryan Rey,2.0,Music,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2499422
Bruce Brumfield,1.0,Engineering,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2499876
J. Read Vanderbelt,0.0,Mathematics,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2502375
Arthur Mielke,1.0,Philosophy,5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2503425
Margarita Duque de Castela,2.0,Humanities,4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2503591
Ignacio Lopez-Pena,2.9,Chemistry,3.9,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2507550
Jeffrey Unruh,1.5,Geology,4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2511837
Mohammad Iesa,0.0,Accounting,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2513307
Maria Dawson,0.0,Counseling,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2515571
Michael Wallace,0.0,Computer Science,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2517845
Mona Khabiri,1.0,English,4.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2518356
Jennifer Campbell,0.0,Languages,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2519748
Alberto Aranda,4.0,Counseling,2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2523392
Sripriya Parthasarathy,4.8,Computer Science,2.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2527723
Mary Vasudeva,0.0,English,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2528175
Heather Blackmore,4.8,Film,1.6,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2530048
Emily Moss,5.0,Library Technology,2.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2531811
Kevin Powell,5.0,Accounting,2.4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2536635
Joanne Strickland,5.0,Computer Science,1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2544565
Paula Bryson,0.0,Education,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2545183
Anne Flatley-Nott,0.0,Psychology,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2549909
Sarah Young,0.0,Art,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2554373
Caitlin Clausen,5.0,Chemistry,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2555647
Jennifer Sawyer,4.0,Chemistry,2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2565375
Michael Kassin,5.0,Business,4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2566488
Carrie Million,0.0,Education,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2567668
Carrie Million,0.0,Psychology,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2567670
Wendy Poling,5.0,English,1.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2567879
Gwen Lang,0.0,Science,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2568085
Rita Marcon,3.0,Biology,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2579795
John Matthesen,5.0,Culinary Arts,1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2586247
Kristen McLeran,5.0,Administration Of Justice,2.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2587399
tomas barber,0.0,English,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2594892
Clayton Florance,2.7,Biology,5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2596857
Jay Jackl,3.1,English,3.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2600032
Denise Saldivar,0.0,Fine Arts,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2601490
Chieh Kuo,1.0,Biology,2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2602432
Lorna Valentines,0.0,English,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2603160
James Mount,0.0,Computer Science,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2605160
Colleen Shipp,0.0,Medicine,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2609082
Wing Kam,0.0,Art,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2609854
Michael Sandberg,1.0,History,1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2612206
Martina Ebesugawa,0.0,Education,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2614368
Jay Shin,0.0,Geology,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2617568
Jessica Lopez,5.0,Counseling Career Planning,2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2275330
Jessica Barksdale,3.4,English,2.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1147442
Kathleen Laity,2.4,Psychology,3.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2477198
William Hammond,0.0,Computer Science,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2642818
Demetri Papamichalis,5.0,Physics,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2545522
Gail Sporer,0.0,Mathematics,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2643902
David Marsh,5.0,Administration Of Justice,1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2642838
Shelley Gillett,4.8,Mathematics,2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2443381
Barbara Hewitt,3.4,Health Science,2.4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2075895
Cyrus Ahmadieh,3.5,Mathematics,3.4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2106090
Graham Bowman,3.8,English,2.6,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1350316
Martha Dixon,4.0,Science,3.9,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=44011
Kevin Martin,5.0,Criminal Justice,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2650541
Olga Gutkina,4.2,Mathematics,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2085771
Gary Budd,3.2,English,3.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=13864
Gary Triebwasser,3.7,Mathematics,3.1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=224011
James Hoffmann,4.5,Biology,4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2231861
Jacqueline Ponciano-Babb,3.8,Physical Education,2.4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1214053
Seanna Ziehlke,4.4,Biology,3.2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2497223
Carrie England,1.0,English,2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2653413
Elizabeth Tomlin,3.5,Music,2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2197179
Kimyo Hsieh,4.0,Biology,4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2517377
Sergio Verbis,4.7,Administration Of Justice,2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2150902
James Carroll,3.8,Administration Of Justice,3.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2003350
Jacqlyn Vetter,4.0,English,2.6,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2318260
Jacqueline Bergman,5.0,Nutrition,2.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2497189
Lisa Ratchford,3.5,Sociology,2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1444524
Meghan Westlander,5.0,Physics,2.7,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2586115
Milagros Ojermark,4.3,Languages,2.7,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=78470
Firouzeh Zandi,1.9,Computer Science,2.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=215832
Teresa (Tess) Perko,4.1,English,2.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1290058
Dorian Eidhin,3.8,Writing,3.4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1591808
Yee Man Tse,4.2,Mathematics,2.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1406402
Chris Marker,4.9,Art,2.2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1464718
Joseph Lambert,4.2,Architecture,3.2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2114270
. Chlarson,4.0,History,2.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=68946
Fernando Gallo,4.1,Journalism,2.4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2213175
Katherine Watson,3.8,Biology,4.4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2362247
Iffat Batool,2.8,Chemistry,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1010017
Patricia Allred,3.3,Geography,3.2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1871627
Julia Willsie,0.0,Biology,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2664618
Helen Demarco,4.0,Health Science,2.6,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1097621
Kathleen Normington,3.6,Communication,3.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2366725
Hillary Adams,4.6,English,2.1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1792591
Ray Gilmore,3.2,Business,2.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1017231
Giovanni Biasin,4.6,Languages,2.4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1771752
Ramesh Narasimhan,4.0,Mathematics,2.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1725854
Samuel Lipson,4.0,Chemistry,3.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1865781
Bill Hammond,3.7,Computer Science,2.4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=717196
. Castro-Gonzales,1.9,Mathematics,3.9,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=992595
Hannah Tandeta,3.5,Art History,3.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=995418
John Sinsel,3.5,Criminal Justice,2.4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=661510
Eigen KA,1.3,History,3.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1714218
Christopher Ybarra,5.0,Accounting,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2626819
John Polos,0.0,Biology,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2672011
G Appell,4.6,Music,1.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=171621
Laury Fischer,4.3,English,3.9,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=74433
Ann Piper,3.6,Art History,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=627033
Neil Pettijohn,3.5,Philosophy,3.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2272138
Renato Escudero,3.5,English,4.2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2278083
Neil Chlarson,2.5,Social Science,3.7,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2305457
Tarra Lyons,2.3,Art,4.2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2270153
Claudia Eckelman,3.5,Business,2.6,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1148835
Tamar Kirschner,0.0,Library Technology,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2676779
Deborah Frasier,2.7,Chemistry,3.1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1283078
aleksandr pevzner,1.0,Biology,5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2677975
Mariano Resendez,0.0,Horticulture,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2660891
Gargi Kulkarni,2.0,Biology,2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2602330
Lynette Montgomery,3.9,Fine Arts,2.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=936063
Hideo Nakano-Hiraki,4.7,Counseling,1.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2258215
Debra Stevens,3.6,English,2.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=14201
David Pintado,4.0,Health Science,3.2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2387272
Kristi Fox,3.7,Biology,3.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1902645
Marilyn Green,3.2,Mathematics,3.9,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1481774
Michael Kessler,5.0,Culinary Arts,1.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1825241
Beverly Symmank,5.0,Chemistry,4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2684189
Tom Judge,4.0,Mathematics,4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2319194
Jayne Smithson,4.3,Anthropology,2.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=84855
Lisa Smiley-Ratchford,3.6,Sociology,2.4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1164955
Ann Krooth,2.5,English,2.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=405363
Stewart Fogg,3.7,Computer Science,3.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=449694
Oliveira Willer,2.6,Chemistry,4.4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2500751
James Daly,4.1,Psychology,2.2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=14147
Alexandra Dutton,5.0,Art,1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2669252
Carolyn Seefer,4.4,Business,2.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=581685
Gebler Nancy,5.0,English,1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=672633
Dana Krider Busche,4.6,Psychology,2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=801084
David Badal,0.0,Mathematics,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2689636
Anton Revenaugh,0.0,Anthropology,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2690190
Bruce Cook,3.7,Music,2.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=467362
Christopher Price,4.5,Philosophy,2.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=888440
Kimberlee Hunter,3.2,Speech,3.4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1133542
Ching Lin,3.3,Physics,3.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2601214
Anjana Parker,3.7,Chemistry,3.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2558914
Ronald Page,4.0,Mathematics,2.6,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1770476
Joseph Krivicich,5.0,Physics,2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2544273
Amy Zink,3.1,English,2.7,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1580301
Eric Katz,2.9,Biology,4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1871070
William Adreopulos,0.0,Computer Science,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2698605
R Schmidt,4.4,English,3.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1269464
Melody Keller,5.0,Psychology,1.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2603952
Katherine Graham,2.5,History,4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2384611
Amanda McDonell,2.3,Geology,2.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2381974
Angela Bever,4.8,Education,2.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2150891
Jennifer Murphy,5.0,Speech,2.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1289388
Farzan Riazati,3.3,Mathematics,2.7,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1975951
James Noel,3.2,English,3.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1877271
Jackie Halm,3.2,Humanities,2.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=333228
Michael Cheung,3.7,Languages,2.9,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1209516
Jessica Hughes,4.2,Literature,2.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2316490
Leif Pallesen,4.1,Biology,3.9,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2076987
Margarida Castela,3.1,Humanities,3.1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2345685
Cynthia Dickerson,3.0,Psychology,2.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2490999
Bob Eddy,4.1,Business,1.7,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=993786
Guillaume Fournier,5.0,English,2.4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2263541
Steve Grant,0.0,English,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2700705
Sandhya Patlolla,5.0,Economics,2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2700416
